investor_id,amfi_code,transaction_date,transaction_type,amount_inr,kyc_status
INV100812,100016,2025-06-02,SIP,3245,Pending
INV100812,100016,2025-07-01,SIP,3272,Pending
INV100812,100016,2025-08-01,SIP,3103,Pending
INV100812,100016,2025-09-04,SIP,3107,Pending
INV100812,100016,2025-09-30,SIP,3162,Pending
INV100812,100016,2025-10-28,SIP,3045,Pending
INV100812,100016,2025-11-27,SIP,3171,Pending
INV100812,100016,2025-12-28,SIP,2793,Pending
INV100812,100016,2026-02-04,SIP,3125,Pending
INV100813,120503,2024-07-13,SIP,5057,Verified
INV100813,120503,2024-08-12,Lumpsum,25000,Verified
INV100813,120503,2024-08-13,SIP,5181,Verified
INV100813,120503,2024-09-08,SIP,5209,Verified
INV100813,120503,2025-02-06,Redemption,10000,Verified
INV100813,149323,2025-06-29,Lumpsum,10000,Verified
INV100813,119552,2025-12-29,Lumpsum,100000,Verified
INV100814,119551,2022-06-17,SIP,500,Verified
INV100814,119551,2022-08-22,SIP,558,Verified
INV100814,119551,2022-09-23,SIP,503,Verified
INV100814,119551,2022-10-30,SIP,525,Verified
INV100814,119551,2022-12-09,SIP,522,Verified
INV100814,119551,2023-01-15,SIP,556,Verified
INV100814,119551,2023-01-20,SIP,509,Verified
INV100814,119551,2023-03-05,SIP,500,Verified
INV100814,119551,2023-04-24,SIP,501,Verified
INV100814,119551,2023-06-12,SIP,510,Verified
INV100814,119551,2023-08-30,SIP,500,Verified
INV100814,119551,2023-11-19,SIP,563,Verified
INV100814,119551,2023-11-28,SIP,501,Verified
INV100814,119551,2024-02-08,SIP,522,Verified
INV100814,119551,2024-04-26,SIP,509,Verified
INV100814,119551,2024-05-01,SIP,532,Verified
INV100814,119551,2024-06-27,SIP,536,Verified
INV100814,119551,2024-07-11,SIP,500,Verified
INV100814,119551,2024-08-25,SIP,533,Verified
INV100814,119551,2024-11-10,SIP,500,Verified
INV100814,119551,2024-12-16,SIP,571,Verified
INV100814,119551,2025-01-18,SIP,516,Verified
INV100814,119551,2025-02-22,SIP,511,Verified
INV100814,119551,2025-10-26,Redemption,20000,Verified
INV100815,119552,2024-09-28,SIP,958,Pending
INV100815,119552,2024-10-10,SIP,1053,Pending
INV100815,120503,2024-11-25,SIP,904,Pending
INV100815,120503,2024-12-28,SIP,930,Pending
INV100815,119552,2025-02-10,SIP,1006,Pending
INV100815,119552,2025-03-13,SIP,958,Pending
INV100815,120503,2025-04-23,SIP,972,Pending
INV100815,119552,2025-05-19,SIP,956,Pending
INV100815,120503,2025-06-19,SIP,946,Pending
INV100815,120503,2025-07-25,SIP,1061,Pending
INV100815,120503,2025-09-02,SIP,888,Pending
INV100815,120503,2025-09-13,Redemption,5000,Pending
INV100815,119552,2025-11-22,SIP,1056,Pending
INV100815,120503,2026-01-11,SIP,1026,Pending
INV100815,118636,2026-02-06,Lumpsum,100000,Pending
INV100815,101207,2026-02-17,Lumpsum,25000,Pending
INV100815,120503,2026-02-23,SIP,938,Pending
INV100815,119092,2026-03-12,Lumpsum,10000,Pending
INV100815,120503,2026-05-17,SIP,981,Pending
INV100816,120503,2023-01-16,SIP,5649,Pending
INV100816,120503,2023-02-17,SIP,4827,Pending
INV100816,120503,2023-03-21,SIP,4941,Pending
INV100816,120503,2023-04-23,SIP,4926,Pending
INV100816,120503,2023-05-24,SIP,5049,Pending
INV100816,120503,2023-06-23,SIP,5260,Pending
INV100816,120503,2023-07-15,SIP,5024,Pending
INV100816,120503,2023-08-11,SIP,4663,Pending
INV100816,120503,2023-09-06,SIP,4846,Pending
INV100816,120503,2023-10-05,SIP,5084,Pending
INV100816,120503,2023-11-06,SIP,4898,Pending
INV100816,120503,2023-12-12,SIP,4908,Pending
INV100816,120503,2024-01-03,SIP,4914,Pending
INV100816,120503,2024-02-02,SIP,4182,Pending
INV100816,102887,2024-09-06,Lumpsum,10000,Pending
INV100816,120506,2025-10-29,Lumpsum,50000,Pending
INV100817,149322,2024-01-25,SIP,4970,Verified
INV100817,149322,2024-02-24,SIP,5241,Verified
INV100817,149322,2024-03-30,SIP,5400,Verified
INV100817,149322,2024-05-04,SIP,5453,Verified
INV100817,119095,2024-05-22,Lumpsum,5000,Verified
INV100817,149322,2024-06-07,SIP,4853,Verified
INV100817,149322,2024-07-13,SIP,4656,Verified
INV100817,149322,2024-08-21,SIP,4757,Verified
INV100817,149322,2024-09-23,SIP,5361,Verified
INV100817,149322,2024-10-24,SIP,4488,Verified
INV100817,149322,2024-11-19,SIP,5089,Verified
INV100817,149322,2024-12-21,SIP,4956,Verified
INV100817,149322,2025-01-20,SIP,4633,Verified
INV100818,120506,2023-09-10,SIP,982,Verified
INV100818,125498,2023-10-21,SIP,967,Verified
INV100818,125498,2023-11-23,SIP,955,Verified
INV100818,120506,2023-12-23,SIP,951,Verified
INV100818,125498,2024-01-11,SIP,972,Verified
INV100818,125498,2024-03-11,SIP,986,Verified
INV100818,120506,2024-05-16,SIP,1017,Verified
INV100818,120506,2024-08-02,SIP,1066,Verified
INV100819,100033,2023-08-23,SIP,9741,Verified
INV100819,149323,2023-09-26,SIP,10268,Verified
INV100819,149323,2023-10-26,SIP,9419,Verified
INV100819,149323,2023-11-26,SIP,10315,Verified
INV100819,100033,2023-12-27,SIP,9747,Verified
INV100819,149323,2024-01-26,SIP,9375,Verified
INV100819,149323,2024-02-25,SIP,9474,Verified
INV100819,100033,2024-03-26,SIP,10291,Verified
INV100819,100033,2024-04-26,SIP,9065,Verified
INV100819,100033,2024-05-25,SIP,9051,Verified
INV100819,100033,2024-06-27,SIP,11117,Verified
INV100819,100033,2024-07-23,SIP,10231,Verified
INV100819,149323,2024-08-19,SIP,10091,Verified
INV100819,100033,2024-09-21,SIP,10509,Verified
INV100819,149323,2024-10-02,Lumpsum,5000,Verified
INV100819,149323,2024-10-23,SIP,9692,Verified
INV100819,100033,2024-11-24,SIP,9830,Verified
INV100819,149323,2024-12-27,SIP,9539,Verified
INV100819,100033,2025-01-26,SIP,10310,Verified
INV100819,149323,2025-02-26,SIP,9597,Verified
INV100819,100033,2025-03-21,SIP,10494,Verified
INV100819,149323,2025-04-25,SIP,10405,Verified
INV100819,149323,2025-05-18,SIP,9690,Verified
INV100819,149323,2025-06-17,SIP,9236,Verified
INV100819,119092,2025-06-17,Lumpsum,10000,Verified
INV100819,100033,2025-07-17,SIP,9698,Verified
INV100819,149323,2025-08-14,SIP,9359,Verified
INV100819,100033,2025-09-12,SIP,9994,Verified
INV100819,119552,2025-09-21,Lumpsum,50000,Verified
INV100819,100033,2025-10-09,SIP,9899,Verified
INV100819,100033,2025-11-11,SIP,9953,Verified
INV100819,100033,2025-12-03,SIP,10465,Verified
INV100819,100033,2025-12-30,SIP,9956,Verified
INV100819,100033,2026-02-05,SIP,8926,Verified
INV100819,149323,2026-02-24,Redemption,2000,Verified
INV100819,149323,2026-03-12,SIP,10074,Verified
INV100820,101208,2023-06-08,SIP,1991,Verified
INV100820,118636,2023-07-04,SIP,2231,Verified
INV100820,118636,2023-08-07,SIP,2112,Verified
INV100820,101208,2023-09-07,SIP,1966,Verified
INV100820,118636,2023-09-26,SIP,2216,Verified
INV100820,101208,2023-10-30,SIP,2020,Verified
INV100820,118636,2023-11-22,SIP,1973,Verified
INV100820,118636,2023-12-24,SIP,1889,Verified
INV100820,101208,2024-01-21,SIP,2192,Verified
INV100820,118636,2024-02-17,SIP,1901,Verified
INV100820,118636,2024-03-22,SIP,1882,Verified
INV100820,101208,2024-04-22,SIP,2208,Verified
INV100820,101208,2024-05-18,SIP,2011,Verified
INV100820,118636,2024-06-15,SIP,1824,Verified
INV100820,101208,2024-07-18,SIP,2036,Verified
INV100820,118636,2024-08-16,SIP,2151,Verified
INV100820,118636,2024-09-12,SIP,2166,Verified
INV100820,101208,2024-10-03,SIP,1985,Verified
INV100820,101208,2024-11-01,SIP,1845,Verified
INV100820,101208,2024-11-26,SIP,2095,Verified
INV100820,120843,2024-12-17,Lumpsum,10000,Verified
INV100820,118636,2024-12-31,SIP,1907,Verified
INV100820,118636,2025-01-22,SIP,2094,Verified
INV100820,118636,2025-02-24,SIP,1758,Verified
INV100820,118636,2025-03-26,SIP,2026,Verified
INV100820,118636,2025-04-23,SIP,1976,Verified
INV100820,101208,2025-05-23,SIP,1910,Verified
INV100820,101208,2025-06-21,SIP,1925,Verified
INV100820,118636,2025-07-13,SIP,1983,Verified
INV100820,101208,2025-08-15,SIP,1965,Verified
INV100820,101208,2025-09-19,SIP,2102,Verified
INV100820,101208,2025-10-25,SIP,2005,Verified
INV100821,149323,2022-06-20,SIP,1528,Verified
INV100821,149323,2022-07-30,SIP,1535,Verified
INV100821,149323,2022-08-26,SIP,1456,Verified
INV100821,149323,2022-09-24,SIP,1435,Verified
INV100821,149323,2022-10-24,SIP,1320,Verified
INV100821,149323,2022-11-21,SIP,1491,Verified
INV100821,149323,2022-12-15,SIP,1472,Verified
INV100821,149323,2023-01-19,SIP,1589,Verified
INV100821,149323,2023-02-15,SIP,1539,Verified
INV100821,149323,2023-03-09,SIP,1478,Verified
INV100821,149323,2023-04-09,SIP,1614,Verified
INV100821,149323,2023-05-14,SIP,1515,Verified
INV100821,149323,2023-06-08,SIP,1601,Verified
INV100821,149323,2023-07-06,SIP,1533,Verified
INV100821,149323,2023-08-04,SIP,1649,Verified
INV100821,149323,2023-08-30,SIP,1568,Verified
INV100821,149323,2023-09-28,SIP,1542,Verified
INV100821,149323,2023-12-19,SIP,1350,Verified
INV100821,149323,2024-02-22,SIP,1433,Verified
INV100821,149323,2024-05-02,SIP,1551,Verified
INV100821,149323,2024-07-02,SIP,1461,Verified
INV100821,149323,2024-09-08,SIP,1405,Verified
INV100821,120506,2024-11-03,Lumpsum,10000,Verified
INV100821,118636,2024-11-07,Lumpsum,5000,Verified
INV100821,149323,2024-11-16,SIP,1439,Verified
INV100821,149323,2025-01-28,SIP,1402,Verified
INV100821,149323,2025-03-29,SIP,1444,Verified
INV100821,149323,2025-05-31,SIP,1603,Verified
INV100821,149323,2025-08-13,SIP,1465,Verified
INV100821,149323,2025-10-13,SIP,1566,Verified
INV100821,149323,2025-12-06,SIP,1501,Verified
INV100821,149323,2026-02-03,SIP,1488,Verified
INV100821,149323,2026-04-18,SIP,1450,Verified
INV100822,119599,2024-03-04,SIP,4731,Verified
INV100822,119599,2024-03-20,SIP,5301,Verified
INV100822,119599,2024-04-09,SIP,4817,Verified
INV100822,120503,2024-04-28,Lumpsum,10000,Verified
INV100822,119599,2024-05-06,SIP,5284,Verified
INV100822,119599,2024-07-10,SIP,5317,Verified
INV100822,119599,2024-08-08,SIP,5337,Verified
INV100822,119599,2024-09-06,SIP,4812,Verified
INV100822,119599,2024-10-07,SIP,4835,Verified
INV100822,119599,2024-11-19,SIP,4791,Verified
INV100822,119599,2025-01-07,SIP,4348,Verified
INV100822,119599,2025-02-25,SIP,4728,Verified
INV100822,119599,2025-03-28,SIP,4839,Verified
INV100822,119599,2025-04-22,Redemption,2000,Verified
INV100822,119599,2025-05-30,SIP,5126,Verified
INV100822,119599,2025-07-10,SIP,4822,Verified
INV100822,120503,2025-07-23,Lumpsum,25000,Verified
INV100822,119599,2025-09-08,SIP,5448,Verified
INV100822,119599,2025-10-22,SIP,4601,Verified
INV100822,119599,2025-11-21,SIP,5139,Verified
INV100822,119599,2025-12-27,SIP,4786,Verified
INV100822,119599,2026-01-22,SIP,5022,Verified
INV100822,119599,2026-02-05,SIP,4992,Verified
INV100822,119599,2026-03-23,SIP,4888,Verified
INV100822,119599,2026-04-16,SIP,5254,Verified
INV100822,119599,2026-05-04,SIP,5043,Verified
INV100823,120504,2024-12-12,SIP,500,Pending
INV100823,119599,2025-01-05,SIP,500,Pending
INV100823,119599,2025-02-06,SIP,500,Pending
INV100823,102887,2025-03-15,Lumpsum,100000,Pending
INV100823,120504,2025-03-17,SIP,507,Pending
INV100823,120504,2025-04-16,SIP,523,Pending
INV100823,119599,2025-05-17,SIP,547,Pending
INV100823,119599,2025-06-09,SIP,500,Pending
INV100823,119599,2025-07-11,SIP,500,Pending
INV100823,120504,2025-08-16,SIP,527,Pending
INV100823,119599,2025-09-10,SIP,529,Pending
INV100823,119599,2025-10-16,SIP,512,Pending
INV100823,119552,2025-10-29,Lumpsum,100000,Pending
INV100823,119599,2025-11-16,SIP,512,Pending
INV100823,119599,2026-02-02,SIP,512,Pending
INV100823,119092,2026-04-11,Lumpsum,10000,Pending
INV100823,120504,2026-04-15,SIP,500,Pending
INV100823,120504,2026-05-01,Redemption,5000,Pending
INV100824,119552,2022-09-08,SIP,500,Verified
INV100824,119552,2022-10-08,SIP,500,Verified
INV100824,119552,2022-11-02,SIP,500,Verified
INV100824,119552,2022-12-01,SIP,509,Verified
INV100824,119552,2023-01-04,SIP,506,Verified
INV100824,119552,2023-02-06,SIP,500,Verified
INV100824,119552,2023-03-13,SIP,500,Verified
INV100824,119552,2023-04-19,SIP,533,Verified
INV100824,119552,2023-05-22,SIP,555,Verified
INV100824,119552,2023-06-11,SIP,519,Verified
INV100824,119552,2023-07-11,SIP,506,Verified
INV100824,119552,2023-09-03,SIP,509,Verified
INV100824,119552,2023-11-11,SIP,500,Verified
INV100824,119552,2024-01-15,SIP,500,Verified
INV100824,119552,2024-03-17,SIP,524,Verified
INV100824,119552,2024-05-31,SIP,519,Verified
INV100824,119552,2024-08-14,SIP,524,Verified
INV100824,119552,2024-10-12,SIP,508,Verified
INV100824,119552,2024-12-27,SIP,500,Verified
INV100824,119552,2025-02-17,SIP,500,Verified
INV100824,119552,2025-04-06,SIP,500,Verified
INV100825,125497,2023-02-21,SIP,2912,Pending
INV100825,125497,2023-03-27,SIP,2789,Pending
INV100825,125497,2023-04-19,SIP,3070,Pending
INV100825,102887,2023-05-11,Lumpsum,5000,Pending
INV100825,125497,2023-05-16,SIP,3232,Pending
INV100825,125497,2023-06-14,SIP,2985,Pending
INV100825,125497,2023-07-17,SIP,2750,Pending
INV100825,125497,2023-08-17,SIP,2946,Pending
INV100825,125497,2023-09-20,SIP,2903,Pending
INV100825,125497,2023-10-20,SIP,2947,Pending
INV100825,125497,2023-11-20,SIP,2963,Pending
INV100825,125497,2023-12-21,SIP,3262,Pending
INV100825,125497,2024-01-18,SIP,3060,Pending
INV100825,125497,2024-02-26,SIP,3058,Pending
INV100825,125497,2024-03-17,SIP,2901,Pending
INV100825,125497,2024-04-11,SIP,3138,Pending
INV100825,120844,2024-05-11,Lumpsum,10000,Pending
INV100826,102887,2024-09-19,SIP,1554,Pending
INV100826,102887,2024-10-20,SIP,1561,Pending
INV100826,102887,2024-11-22,SIP,1503,Pending
INV100826,102887,2024-12-20,SIP,1574,Pending
INV100826,102887,2025-01-16,SIP,1495,Pending
INV100826,102887,2025-02-10,SIP,1554,Pending
INV100826,102887,2025-03-16,SIP,1430,Pending
INV100826,120841,2025-04-10,Lumpsum,25000,Pending
INV100826,102887,2025-04-14,SIP,1464,Pending
INV100826,101207,2025-04-14,Lumpsum,5000,Pending
INV100826,102887,2025-05-18,SIP,1606,Pending
INV100826,102887,2025-06-15,SIP,1269,Pending
INV100826,102887,2025-07-19,SIP,1503,Pending
INV100826,102887,2025-08-18,SIP,1572,Pending
INV100826,102887,2025-09-15,SIP,1453,Pending
INV100826,102887,2025-10-13,SIP,1536,Pending
INV100826,119551,2025-10-29,Lumpsum,10000,Pending
INV100826,102887,2025-11-15,SIP,1622,Pending
INV100826,102887,2025-12-16,SIP,1490,Pending
INV100826,102887,2026-01-18,SIP,1428,Pending
INV100826,102887,2026-02-22,SIP,1515,Pending
INV100826,102887,2026-03-23,SIP,1428,Pending
INV100826,102887,2026-04-24,SIP,1479,Pending
INV100826,102887,2026-05-23,SIP,1375,Pending
INV100827,101206,2024-09-21,SIP,914,Pending
INV100827,101206,2024-11-28,SIP,941,Pending
INV100827,101206,2025-01-19,SIP,941,Pending
INV100827,101206,2025-02-23,SIP,937,Pending
INV100827,101206,2025-03-29,SIP,990,Pending
INV100827,101206,2025-04-20,SIP,1015,Pending
INV100827,101206,2025-05-11,Redemption,10000,Pending
INV100827,101206,2025-06-12,SIP,1135,Pending
INV100827,101206,2025-08-14,SIP,1058,Pending
INV100827,101206,2025-08-23,SIP,903,Pending
INV100827,101206,2025-10-01,SIP,1089,Pending
INV100827,101206,2026-01-03,SIP,966,Pending
INV100827,101206,2026-02-05,SIP,1027,Pending
INV100827,101206,2026-03-18,SIP,992,Pending
INV100827,120506,2026-04-10,Lumpsum,50000,Pending
INV100827,101206,2026-05-14,SIP,1135,Pending
INV100828,119552,2024-09-01,SIP,2076,Pending
INV100828,119552,2024-10-03,SIP,2142,Pending
INV100828,119552,2024-11-10,SIP,1916,Pending
INV100828,119552,2024-12-12,SIP,2046,Pending
INV100828,119552,2025-01-10,SIP,2094,Pending
INV100828,119552,2025-02-11,SIP,1943,Pending
INV100828,119552,2025-03-12,SIP,1966,Pending
INV100828,119552,2025-04-07,SIP,1992,Pending
INV100828,119552,2025-04-30,SIP,2047,Pending
INV100828,118632,2025-05-05,Lumpsum,25000,Pending
INV100828,119552,2025-06-06,SIP,2005,Pending
INV100828,119552,2025-07-10,SIP,2015,Pending
INV100828,119552,2025-08-03,SIP,2200,Pending
INV100828,119552,2025-08-20,SIP,2001,Pending
INV100828,119552,2025-09-15,SIP,2158,Pending
INV100828,119552,2025-10-16,SIP,2255,Pending
INV100828,119552,2025-11-15,SIP,1924,Pending
INV100828,119552,2025-12-06,SIP,2110,Pending
INV100828,119552,2025-12-31,SIP,1959,Pending
INV100828,119552,2026-02-05,SIP,2105,Pending
INV100828,119552,2026-04-05,SIP,1955,Pending
INV100828,119552,2026-05-23,SIP,1795,Pending
INV100829,119552,2022-05-11,SIP,1949,Verified
INV100829,119552,2022-07-05,SIP,1879,Verified
INV100829,119552,2022-08-16,SIP,2043,Verified
INV100829,120506,2024-05-08,Lumpsum,25000,Verified
INV100829,119552,2025-07-25,Redemption,2000,Verified
INV100830,102887,2024-04-09,SIP,1759,Verified
INV100830,102887,2024-05-15,SIP,2120,Verified
INV100830,102887,2024-06-18,SIP,1993,Verified
INV100830,102887,2024-07-12,SIP,1995,Verified
INV100830,149323,2024-08-09,SIP,2050,Verified
INV100830,149323,2024-09-06,SIP,2172,Verified
INV100830,149323,2024-10-06,SIP,1819,Verified
INV100830,102887,2024-11-13,SIP,1965,Verified
INV100830,149323,2024-12-13,SIP,2141,Verified
INV100830,102887,2025-01-04,SIP,2132,Verified
INV100830,102887,2025-02-08,SIP,2041,Verified
INV100830,149323,2025-03-08,SIP,1832,Verified
INV100830,149323,2025-04-09,SIP,2026,Verified
INV100830,149323,2025-05-10,SIP,1940,Verified
INV100830,102887,2025-06-14,SIP,2054,Verified
INV100830,102887,2025-07-12,SIP,2105,Verified
INV100830,102887,2025-08-11,SIP,2120,Verified
INV100830,149323,2025-09-03,SIP,1972,Verified
INV100830,149323,2025-09-30,SIP,2031,Verified
INV100830,149323,2025-10-29,SIP,1929,Verified
INV100830,102887,2025-11-27,SIP,1983,Verified
INV100830,149323,2025-12-31,SIP,2061,Verified
INV100830,102887,2026-01-30,SIP,1979,Verified
INV100830,149323,2026-03-03,SIP,1973,Verified
INV100830,149323,2026-04-03,SIP,2023,Verified
INV100830,102887,2026-05-08,SIP,2078,Verified
INV100831,102887,2024-05-02,SIP,2815,Pending
INV100831,102887,2024-05-27,SIP,2420,Pending
INV100831,102887,2024-06-22,SIP,2341,Pending
INV100831,102887,2024-07-13,SIP,2473,Pending
INV100831,102887,2024-08-12,SIP,2411,Pending
INV100831,102887,2024-09-08,SIP,2680,Pending
INV100831,102887,2024-10-12,SIP,2468,Pending
INV100831,120843,2024-10-27,Lumpsum,5000,Pending
INV100831,102887,2024-11-13,SIP,2296,Pending
INV100831,102887,2024-12-14,SIP,2493,Pending
INV100831,102887,2025-01-11,SIP,2504,Pending
INV100831,102887,2025-02-09,SIP,2336,Pending
INV100831,102887,2025-05-02,SIP,2618,Pending
INV100831,102887,2025-07-03,SIP,2280,Pending
INV100831,102887,2025-08-13,SIP,2750,Pending
INV100831,120503,2025-08-16,Lumpsum,5000,Pending
INV100831,102887,2025-10-16,SIP,2595,Pending
INV100831,102887,2025-12-11,SIP,2462,Pending
INV100831,102887,2026-02-12,SIP,2530,Pending
INV100831,119552,2026-03-03,Lumpsum,10000,Pending
INV100831,102887,2026-04-19,SIP,2385,Pending
INV100832,149323,2023-01-13,SIP,3120,Verified
INV100832,149323,2023-02-26,SIP,3190,Verified
INV100832,149323,2023-05-11,SIP,3240,Verified
INV100832,149323,2023-05-27,SIP,3060,Verified
INV100832,149323,2023-06-09,SIP,3195,Verified
INV100832,149323,2023-08-21,SIP,3146,Verified
INV100832,149323,2023-09-26,SIP,3081,Verified
INV100832,149323,2023-10-29,SIP,3002,Verified
INV100832,149323,2023-12-11,SIP,2701,Verified
INV100832,149323,2024-01-08,SIP,3340,Verified
INV100832,149323,2024-10-19,Redemption,5000,Verified
INV100833,120841,2023-04-09,SIP,1413,Verified
INV100833,119095,2023-05-07,SIP,1443,Verified
INV100833,120841,2023-06-07,SIP,1824,Verified
INV100833,120841,2023-07-09,SIP,1566,Verified
INV100833,120841,2023-08-11,SIP,1451,Verified
INV100833,119095,2023-09-03,SIP,1555,Verified
INV100833,119095,2023-10-01,SIP,1623,Verified
INV100833,120503,2023-10-27,Lumpsum,5000,Verified
INV100833,119095,2023-11-05,SIP,1480,Verified
INV100833,120841,2023-11-26,SIP,1487,Verified
INV100833,120506,2025-11-06,Lumpsum,25000,Verified
INV100833,120503,2026-01-30,Lumpsum,10000,Verified
INV100834,149323,2026-05-20,SIP,3079,Pending
INV100835,118633,2023-11-25,SIP,2004,Verified
INV100835,120503,2023-12-23,SIP,2008,Verified
INV100835,118633,2024-01-28,SIP,1993,Verified
INV100835,118633,2024-02-23,SIP,1927,Verified
INV100835,120503,2024-03-27,SIP,2240,Verified
INV100835,120503,2024-04-25,SIP,1863,Verified
INV100835,120503,2024-05-25,SIP,1959,Verified
INV100835,120503,2024-06-03,Lumpsum,5000,Verified
INV100835,118633,2024-06-12,Redemption,5000,Verified
INV100835,118633,2024-06-17,SIP,1977,Verified
INV100835,118633,2024-07-08,SIP,1918,Verified
INV100835,118633,2024-08-04,SIP,1924,Verified
INV100835,120503,2024-09-03,SIP,2036,Verified
INV100835,120503,2024-10-08,SIP,1951,Verified
INV100835,118633,2024-11-08,SIP,2115,Verified
INV100835,118633,2024-12-05,SIP,2078,Verified
INV100835,118633,2024-12-31,SIP,1965,Verified
INV100835,118633,2025-01-31,SIP,1892,Verified
INV100835,118633,2025-02-26,SIP,2004,Verified
INV100835,118633,2025-03-24,SIP,2026,Verified
INV100835,118633,2025-04-21,SIP,2006,Verified
INV100835,118633,2025-05-28,SIP,2012,Verified
INV100835,118633,2025-06-22,SIP,2002,Verified
INV100835,120503,2025-07-18,SIP,2151,Verified
INV100835,118633,2025-08-15,SIP,2018,Verified
INV100835,118633,2025-09-10,SIP,2096,Verified
INV100835,120503,2025-10-13,SIP,2059,Verified
INV100835,118633,2025-11-10,SIP,1850,Verified
INV100835,120503,2025-12-08,SIP,1797,Verified
INV100835,120503,2026-01-02,SIP,1877,Verified
INV100835,120503,2026-01-27,SIP,2051,Verified
INV100835,120503,2026-03-01,SIP,2050,Verified
INV100835,120503,2026-04-04,SIP,2151,Verified
INV100835,119599,2026-04-26,Lumpsum,10000,Verified
INV100836,149323,2022-07-09,SIP,1376,Pending
INV100836,149323,2022-08-24,SIP,1534,Pending
INV100836,118634,2022-08-29,SIP,1424,Pending
INV100836,118634,2022-09-20,SIP,1451,Pending
INV100836,149323,2022-12-11,Lumpsum,100000,Pending
INV100837,120503,2024-04-19,SIP,1008,Verified
INV100837,120503,2024-05-18,SIP,1040,Verified
INV100837,149322,2024-06-18,Lumpsum,25000,Verified
INV100837,120503,2024-06-23,SIP,1000,Verified
INV100837,120503,2024-07-20,SIP,929,Verified
INV100837,120503,2024-08-21,SIP,955,Verified
INV100837,120503,2024-09-10,Redemption,20000,Verified
INV100837,120503,2024-09-29,SIP,1138,Verified
INV100837,120503,2024-10-28,SIP,917,Verified
INV100837,120503,2024-11-29,SIP,1104,Verified
INV100837,120503,2024-12-23,SIP,1094,Verified
INV100837,120503,2025-01-14,SIP,928,Verified
INV100837,120503,2025-02-14,SIP,1050,Verified
INV100837,120503,2025-03-15,SIP,1022,Verified
INV100837,120503,2025-04-18,SIP,1061,Verified
INV100837,120503,2025-05-15,SIP,957,Verified
INV100837,120503,2025-06-18,SIP,1022,Verified
INV100837,120503,2025-07-20,SIP,967,Verified
INV100837,120503,2025-08-21,SIP,946,Verified
INV100837,120503,2025-09-20,SIP,1005,Verified
INV100837,149323,2025-09-30,Lumpsum,25000,Verified
INV100837,120503,2025-10-20,SIP,1039,Verified
INV100837,120503,2025-11-14,SIP,1033,Verified
INV100837,120843,2026-03-23,Lumpsum,5000,Verified
INV100838,118636,2023-08-13,SIP,2877,Verified
INV100838,118636,2023-10-01,SIP,2992,Verified
INV100838,118636,2023-11-20,SIP,2729,Verified
INV100838,118636,2024-02-10,SIP,3242,Verified
INV100838,118636,2024-03-02,SIP,3086,Verified
INV100838,118636,2024-03-17,SIP,3012,Verified
INV100838,118636,2024-03-22,SIP,2957,Verified
INV100838,118636,2024-04-26,SIP,3173,Verified
INV100838,118636,2024-06-13,Redemption,20000,Verified
INV100838,118636,2024-07-13,SIP,3253,Verified
INV100838,149323,2024-09-15,Lumpsum,10000,Verified
INV100838,118636,2024-09-19,SIP,3012,Verified
INV100838,118636,2024-11-10,SIP,3057,Verified
INV100838,118636,2024-12-01,SIP,3171,Verified
INV100838,118636,2025-01-28,SIP,3110,Verified
INV100838,118636,2025-02-02,SIP,3067,Verified
INV100838,119551,2025-03-25,Lumpsum,10000,Verified
INV100838,118636,2025-04-08,SIP,2998,Verified
INV100838,118636,2025-05-12,SIP,2796,Verified
INV100839,120503,2023-06-30,SIP,1485,Verified
INV100839,120503,2023-07-30,SIP,1426,Verified
INV100839,120503,2023-08-30,SIP,1558,Verified
INV100839,120503,2023-09-30,SIP,1633,Verified
INV100839,120503,2023-10-28,SIP,1537,Verified
INV100839,120503,2023-11-28,SIP,1483,Verified
INV100839,120503,2024-01-01,SIP,1521,Verified
INV100839,120503,2024-01-26,SIP,1556,Verified
INV100839,120503,2024-02-23,SIP,1476,Verified
INV100839,120503,2024-03-23,SIP,1555,Verified
INV100839,125497,2024-04-11,Lumpsum,50000,Verified
INV100839,120503,2024-04-26,SIP,1489,Verified
INV100839,120503,2024-05-25,SIP,1347,Verified
INV100839,120503,2024-06-21,SIP,1429,Verified
INV100839,120503,2024-07-22,SIP,1492,Verified
INV100839,120503,2024-08-17,SIP,1511,Verified
INV100839,120503,2024-09-15,SIP,1310,Verified
INV100839,120503,2024-10-19,SIP,1575,Verified
INV100839,120503,2024-11-17,SIP,1526,Verified
INV100839,120503,2024-12-15,SIP,1380,Verified
INV100839,120503,2025-01-22,SIP,1556,Verified
INV100839,120503,2025-02-24,SIP,1479,Verified
INV100839,120503,2025-03-30,SIP,1398,Verified
INV100839,120503,2025-04-28,SIP,1555,Verified
INV100839,120503,2025-05-25,SIP,1568,Verified
INV100839,120503,2025-06-25,SIP,1515,Verified
INV100839,120503,2025-07-22,SIP,1530,Verified
INV100839,120503,2025-08-28,SIP,1513,Verified
INV100839,120503,2025-09-29,SIP,1552,Verified
INV100839,120503,2025-10-24,SIP,1491,Verified
INV100839,149323,2025-10-31,Lumpsum,5000,Verified
INV100839,120503,2025-11-22,SIP,1341,Verified
INV100839,120503,2025-12-25,SIP,1431,Verified
INV100840,149322,2024-08-15,SIP,2084,Verified
INV100840,149322,2024-10-02,SIP,2096,Verified
INV100840,119552,2024-11-23,SIP,2113,Verified
